geneSymbol	doid_code	doid_name	geneId	count	pubmeds_max	score_max	score_mean	associationType	source
SERPINE1	DOID:1686	glaucoma	5054	1	1	0.004839645	0.004839645	Biomarker|GeneticVariation	GAD|LHGDN
GSTP1	DOID:1686	glaucoma	2950	4	3	0.004634135	0.002163057	Biomarker|GeneticVariation	BeFree|GAD
IL1A	DOID:1686	glaucoma	3552	4	4	0.004634135	0.001654667	Biomarker|GeneticVariation	BeFree|GAD
TGFB1	DOID:1686	glaucoma	7040	4	3	0.004634135	0.002581073	Biomarker|GeneticVariation	BeFree|GAD|LHGDN
FBN1	DOID:1686	glaucoma	2200	3	4	0.003656595	0.002858078	Biomarker|GeneticVariation	BeFree|GAD|LHGDN
GJA1	DOID:1686	glaucoma	2697	1	5	0.003656595	0.003656595	Biomarker|GeneticVariation	BeFree|LHGDN
EDNRB	DOID:1686	glaucoma	1910	2	3	0.003167581	0.001725543	Biomarker|GeneticVariation	BeFree|GAD
LMX1B	DOID:1686	glaucoma	4010	4	6	0.003167581	0.001938171	Biomarker|GeneticVariation	BeFree|GAD
SRBD1	DOID:1686	glaucoma	55133	3	2	0.002884077	0.001150362	Biomarker|GeneticVariation	BeFree|GAD
ELOVL5	DOID:1686	glaucoma	60481	3	2	0.002884077	0.001150362	Biomarker|GeneticVariation	BeFree|GAD
GLC1C	DOID:1686	glaucoma	2723	2	4	0.002806082	0.00197005	Biomarker|GeneticVariation	BeFree|LHGDN
PON1	DOID:1686	glaucoma	5444	1	1	0.002806082	0.002806082	Biomarker|GeneticVariation	BeFree|LHGDN
TLR4	DOID:1686	glaucoma	7099	5	4	0.002806082	0.001421536	Biomarker|GeneticVariation	BeFree|GAD|LHGDN
TTR	DOID:1686	glaucoma	7276	1	2	0.002806082	0.002806082	Biomarker|GeneticVariation	BeFree|LHGDN
SBF2	DOID:1686	glaucoma	81846	1	2	0.002806082	0.002806082	Biomarker|GeneticVariation	BeFree|LHGDN
GLC3B	DOID:1686	glaucoma	2728	3	2	0.002600572	0.00105586	Biomarker|GeneticVariation	BeFree|GAD
HLA-DQB1	DOID:1686	glaucoma	3119	2	2	0.002600572	0.001442038	Biomarker|GeneticVariation	BeFree|GAD
IL1RN	DOID:1686	glaucoma	3557	1	1	0.002600572	0.002600572	Biomarker|GeneticVariation	BeFree|GAD
NOS2	DOID:1686	glaucoma	4843	3	2	0.002600572	0.00105586	Biomarker|GeneticVariation	BeFree|GAD
TGM2	DOID:1686	glaucoma	7052	4	2	0.002600572	0.001442038	Biomarker|GeneticVariation	BeFree|GAD
TLR2	DOID:1686	glaucoma	7097	1	1	0.002600572	0.002600572	Biomarker|GeneticVariation	BeFree|GAD
VAV3	DOID:1686	glaucoma	10451	4	2	0.002600572	0.001512914	Biomarker|GeneticVariation	BeFree|GAD
MED12	DOID:1686	glaucoma	9968	3	9	0.002551541	0.001701027	Biomarker|GeneticVariation	BeFree
SPARC	DOID:1686	glaucoma	6678	4	2	0.002522577	0.001493416	Biomarker|GeneticVariation	BeFree|GAD|LHGDN
NCK2	DOID:1686	glaucoma	8440	2	2	0.002522577	0.001544793	Biomarker|GeneticVariation	BeFree|LHGDN
TBK1	DOID:1686	glaucoma	29110	4	4	0.002522577	0.001481158	Biomarker|GeneticVariation	BeFree|LHGDN
GLC1H	DOID:1686	glaucoma	399564	2	2	0.002522577	0.001544793	Biomarker|GeneticVariation	BeFree|LHGDN
CYP2D6	DOID:1686	glaucoma	1565	4	2	0.002317068	0.001879553	Biomarker|GeneticVariation	BeFree|GAD
VAV2	DOID:1686	glaucoma	7410	3	2	0.002317068	0.001733715	Biomarker|GeneticVariation	BeFree|GAD
XRCC1	DOID:1686	glaucoma	7515	2	2	0.002317068	0.001442038	Biomarker|GeneticVariation	BeFree|GAD
MFN2	DOID:1686	glaucoma	9927	2	1	0.002317068	0.001300286	Biomarker|GeneticVariation	BeFree|GAD
CALCRL	DOID:1686	glaucoma	10203	3	2	0.002317068	0.00105586	Biomarker|GeneticVariation	BeFree|GAD
SIX6	DOID:1686	glaucoma	4990	3	6	0.001701027	0.000756012	Biomarker|GeneticVariation	BeFree
ASB10	DOID:1686	glaucoma	136371	3	5	0.001417523	0.000756012	Biomarker|GeneticVariation	BeFree
SIX1	DOID:1686	glaucoma	6495	3	4	0.001134018	0.000756012	Biomarker|GeneticVariation	BeFree
ABCA1	DOID:1686	glaucoma	19	2	3	0.000850514	0.000567009	Biomarker|GeneticVariation	BeFree
UTS2R	DOID:1686	glaucoma	2837	2	3	0.000850514	0.000567009	Biomarker|GeneticVariation	BeFree
CYP46A1	DOID:1686	glaucoma	10858	1	3	0.000850514	0.000850514	Biomarker|GeneticVariation	BeFree
CNTNAP2	DOID:1686	glaucoma	26047	1	3	0.000850514	0.000850514	Biomarker|GeneticVariation	BeFree
ATOH7	DOID:1686	glaucoma	220202	3	3	0.000850514	0.000661511	Biomarker|GeneticVariation	BeFree
BMP4	DOID:1686	glaucoma	652	1	2	0.000567009	0.000567009	Biomarker|GeneticVariation	BeFree
PAX5	DOID:1686	glaucoma	5079	1	2	0.000567009	0.000567009	Biomarker|GeneticVariation	BeFree
SLC14A2	DOID:1686	glaucoma	8170	1	2	0.000567009	0.000567009	Biomarker|GeneticVariation	BeFree
SEC14L2	DOID:1686	glaucoma	23541	1	2	0.000567009	0.000567009	Biomarker|GeneticVariation	BeFree
ABO	DOID:1686	glaucoma	28	2	1	0.000283505	0.000283505	Biomarker|GeneticVariation	BeFree
MMP1	DOID:1686	glaucoma	4312	4	3	0.21	0.052996133	Biomarker|GeneticVariation|Therapeutic	BeFree|CTD_human
VSX2	DOID:1686	glaucoma	338917	1	1	0.004839645	0.004839645	GeneticVariation	GAD|LHGDN
AGTR1	DOID:1686	glaucoma	185	1	2	0.004634135	0.004634135	GeneticVariation	GAD
REN	DOID:1686	glaucoma	5972	1	2	0.004634135	0.004634135	GeneticVariation	GAD
HSPA1A	DOID:1686	glaucoma	3303	1	1	0.002600572	0.002600572	GeneticVariation	BeFree|GAD
TAP1	DOID:1686	glaucoma	6890	1	1	0.002522577	0.002522577	GeneticVariation	LHGDN
TAP2	DOID:1686	glaucoma	6891	1	1	0.002522577	0.002522577	GeneticVariation	LHGDN
ADRA1A	DOID:1686	glaucoma	148	1	1	0.002317068	0.002317068	GeneticVariation	GAD
ADRA2A	DOID:1686	glaucoma	150	1	1	0.002317068	0.002317068	GeneticVariation	GAD
ADRA2B	DOID:1686	glaucoma	151	1	1	0.002317068	0.002317068	GeneticVariation	GAD
ADRA2C	DOID:1686	glaucoma	152	1	1	0.002317068	0.002317068	GeneticVariation	GAD
ADRB3	DOID:1686	glaucoma	155	2	1	0.002317068	0.002317068	GeneticVariation	GAD
AGTR2	DOID:1686	glaucoma	186	2	1	0.002317068	0.001300286	GeneticVariation	BeFree|GAD
AQP1	DOID:1686	glaucoma	358	1	1	0.002317068	0.002317068	GeneticVariation	GAD
CMA1	DOID:1686	glaucoma	1215	1	1	0.002317068	0.002317068	GeneticVariation	GAD
COL8A1	DOID:1686	glaucoma	1295	1	1	0.002317068	0.002317068	GeneticVariation	GAD
COL8A2	DOID:1686	glaucoma	1296	1	1	0.002317068	0.002317068	GeneticVariation	GAD
CYP11B2	DOID:1686	glaucoma	1585	1	1	0.002317068	0.002317068	GeneticVariation	GAD
CYP26A1	DOID:1686	glaucoma	1592	1	1	0.002317068	0.002317068	GeneticVariation	GAD
ERCC2	DOID:1686	glaucoma	2068	1	1	0.002317068	0.002317068	GeneticVariation	GAD
FKBP4	DOID:1686	glaucoma	2288	1	1	0.002317068	0.002317068	GeneticVariation	GAD
FKBP5	DOID:1686	glaucoma	2289	1	1	0.002317068	0.002317068	GeneticVariation	GAD
HSPA1L	DOID:1686	glaucoma	3305	2	1	0.002317068	0.002317068	GeneticVariation	GAD
MFAP2	DOID:1686	glaucoma	4237	2	1	0.002317068	0.002317068	GeneticVariation	GAD
OGG1	DOID:1686	glaucoma	4968	2	1	0.002317068	0.001300286	GeneticVariation	BeFree|GAD
RDX	DOID:1686	glaucoma	5962	1	1	0.002317068	0.002317068	GeneticVariation	GAD
SRSF3	DOID:1686	glaucoma	6428	1	1	0.002317068	0.002317068	GeneticVariation	GAD
SRSF5	DOID:1686	glaucoma	6430	1	1	0.002317068	0.002317068	GeneticVariation	GAD
SOD2	DOID:1686	glaucoma	6648	1	1	0.002317068	0.002317068	GeneticVariation	GAD
TNFRSF1A	DOID:1686	glaucoma	7132	1	1	0.002317068	0.002317068	GeneticVariation	GAD
GPDS1	DOID:1686	glaucoma	7986	1	1	0.002317068	0.002317068	GeneticVariation	GAD
SRSF9	DOID:1686	glaucoma	8683	1	1	0.002317068	0.002317068	GeneticVariation	GAD
LRP12	DOID:1686	glaucoma	29967	1	1	0.002317068	0.002317068	GeneticVariation	GAD
PARL	DOID:1686	glaucoma	55486	1	1	0.002317068	0.002317068	GeneticVariation	GAD
MFN1	DOID:1686	glaucoma	55669	1	1	0.002317068	0.002317068	GeneticVariation	GAD
SLC4A10	DOID:1686	glaucoma	57282	1	1	0.002317068	0.002317068	GeneticVariation	GAD
ZP4	DOID:1686	glaucoma	57829	1	1	0.002317068	0.002317068	GeneticVariation	GAD
SNX16	DOID:1686	glaucoma	64089	1	1	0.002317068	0.002317068	GeneticVariation	GAD
PLXDC2	DOID:1686	glaucoma	84898	1	1	0.002317068	0.002317068	GeneticVariation	GAD
TMTC2	DOID:1686	glaucoma	160335	1	1	0.002317068	0.002317068	GeneticVariation	GAD
NCKAP5	DOID:1686	glaucoma	344148	1	1	0.002317068	0.002317068	GeneticVariation	GAD
GLC3C	DOID:1686	glaucoma	399565	1	1	0.002317068	0.002317068	GeneticVariation	GAD
ST18	DOID:1686	glaucoma	9705	2	4	0.001134018	0.000708761	GeneticVariation	BeFree
PCMTD1	DOID:1686	glaucoma	115294	2	4	0.001134018	0.000708761	GeneticVariation	BeFree
HGF	DOID:1686	glaucoma	3082	1	2	0.000567009	0.000567009	GeneticVariation	BeFree
TIMP1	DOID:1686	glaucoma	7076	1	2	0.000567009	0.000567009	GeneticVariation	BeFree
SLC23A1	DOID:1686	glaucoma	9963	1	2	0.000567009	0.000567009	GeneticVariation	BeFree
AR	DOID:1686	glaucoma	367	1	1	0.000283505	0.000283505	GeneticVariation	BeFree
CYTB	DOID:1686	glaucoma	4519	1	1	0.000283505	0.000283505	GeneticVariation	BeFree
MUTYH	DOID:1686	glaucoma	4595	1	1	0.000283505	0.000283505	GeneticVariation	BeFree
DCLK1	DOID:1686	glaucoma	9201	2	1	0.000283505	0.000283505	GeneticVariation	BeFree
CHEK2	DOID:1686	glaucoma	11200	1	1	0.000283505	0.000283505	GeneticVariation	BeFree
NNO1	DOID:1686	glaucoma	23691	1	1	0.000283505	0.000283505	GeneticVariation	BeFree
OR2M4	DOID:1686	glaucoma	26245	1	1	0.000283505	0.000283505	GeneticVariation	BeFree
NTM	DOID:1686	glaucoma	50863	1	1	0.000283505	0.000283505	GeneticVariation	BeFree
CNTNAP4	DOID:1686	glaucoma	85445	1	1	0.000283505	0.000283505	GeneticVariation	BeFree
OR14L1P	DOID:1686	glaucoma	127617	1	1	0.000283505	0.000283505	GeneticVariation	BeFree
TMEM182	DOID:1686	glaucoma	130827	1	1	0.000283505	0.000283505	GeneticVariation	BeFree
TP53	DOID:11934	head and neck cancer	7157	2	170	0.260512844	0.161625595	AlteredExpression|Biomarker|GeneticVariation	BeFree|CTD_human|GAD|LHGDN
EGFR	DOID:11934	head and neck cancer	1956	2	140	0.219757284	0.129723962	AlteredExpression|Biomarker|GeneticVariation	BeFree|CTD_human|GAD|LHGDN
PTGS2	DOID:11934	head and neck cancer	5743	2	27	0.217371119	0.113627959	AlteredExpression|Biomarker|GeneticVariation	BeFree|CTD_human|GAD|LHGDN
RAD51	DOID:11934	head and neck cancer	5888	2	6	0.217156712	0.10942887	AlteredExpression|Biomarker|GeneticVariation	BeFree|CTD_human|GAD|LHGDN
ING3	DOID:11934	head and neck cancer	54556	2	2	0.210283505	0.106403041	AlteredExpression|Biomarker|GeneticVariation	BeFree|LHGDN|UNIPROT
CCND1	DOID:11934	head and neck cancer	595	2	46	0.015358278	0.01136025	AlteredExpression|Biomarker|GeneticVariation	BeFree|GAD|LHGDN
ERCC1	DOID:11934	head and neck cancer	2067	2	11	0.004634135	0.003876343	AlteredExpression|Biomarker|GeneticVariation	BeFree|GAD
TGFBR2	DOID:11934	head and neck cancer	7048	2	4	0.002317068	0.001725543	AlteredExpression|Biomarker|GeneticVariation	BeFree|GAD
BBC3	DOID:11934	head and neck cancer	27113	2	1	0.002522577	0.001403041	AlteredExpression|GeneticVariation	BeFree|LHGDN
XRCC6P5	DOID:11934	head and neck cancer	442459	1	2	0.000567009	0.000567009	AlteredExpression|GeneticVariation	BeFree
PTEN	DOID:11934	head and neck cancer	5728	1	11	0.622835046	0.622835046	Biomarker|GeneticVariation	BeFree|CLINVAR|CTD_human|UNIPROT
ING1	DOID:11934	head and neck cancer	3621	1	2	0.620283505	0.620283505	Biomarker|GeneticVariation	BeFree|CLINVAR|CTD_human|UNIPROT
TNFRSF10B	DOID:11934	head and neck cancer	8795	1	3	0.410850514	0.410850514	Biomarker|GeneticVariation	BeFree|CLINVAR|CTD_human
XRCC3	DOID:11934	head and neck cancer	7517	2	8	0.224107915	0.113187976	Biomarker|GeneticVariation	BeFree|CTD_human|GAD|LHGDN
VEGFA	DOID:11934	head and neck cancer	7422	2	23	0.214634135	0.11057737	Biomarker|GeneticVariation	BeFree|CTD_human|GAD
BCL2	DOID:11934	head and neck cancer	596	2	21	0.212317068	0.109135332	Biomarker|GeneticVariation	BeFree|CTD_human|GAD
TYMS	DOID:11934	head and neck cancer	7298	2	5	0.212317068	0.106867295	Biomarker|GeneticVariation	BeFree|CTD_human|GAD
CASP8	DOID:11934	head and neck cancer	841	2	8	0.211984532	0.108309334	Biomarker|GeneticVariation	BeFree|CTD_human|GAD
SOD2	DOID:11934	head and neck cancer	6648	2	3	0.210567009	0.107600572	Biomarker|GeneticVariation	BeFree|CTD_human|GAD
GSTM1	DOID:11934	head and neck cancer	2944	2	28	0.065045154	0.037083166	Biomarker|GeneticVariation	BeFree|GAD|LHGDN
GSTT1	DOID:11934	head and neck cancer	2952	2	23	0.053498062	0.030600858	Biomarker|GeneticVariation	BeFree|GAD|LHGDN
GSTP1	DOID:11934	head and neck cancer	2950	2	17	0.039595657	0.021640608	Biomarker|GeneticVariation	BeFree|GAD|LHGDN
CYP1A1	DOID:11934	head and neck cancer	1543	2	15	0.037689609	0.021279109	Biomarker|GeneticVariation	BeFree|GAD|LHGDN
XRCC1	DOID:11934	head and neck cancer	7515	2	19	0.021342622	0.013364604	Biomarker|GeneticVariation	BeFree|GAD|LHGDN
ADH1C	DOID:11934	head and neck cancer	126	2	9	0.020853608	0.010993813	Biomarker|GeneticVariation	BeFree|GAD
CYP2E1	DOID:11934	head and neck cancer	1571	2	8	0.01874205	0.010954815	Biomarker|GeneticVariation	BeFree|GAD|LHGDN
ADH1B	DOID:11934	head and neck cancer	125	2	8	0.01853654	0.010118784	Biomarker|GeneticVariation	BeFree|GAD
CDKN2A	DOID:11934	head and neck cancer	1029	2	62	0.017577283	0.011105709	Biomarker|GeneticVariation	BeFree|GAD
NQO1	DOID:11934	head and neck cancer	1728	2	7	0.016219473	0.008534993	Biomarker|GeneticVariation	BeFree|GAD
ALDH2	DOID:11934	head and neck cancer	217	2	6	0.013902405	0.007518212	Biomarker|GeneticVariation	BeFree|GAD
CYP1B1	DOID:11934	head and neck cancer	1545	2	4	0.011790847	0.006462433	Biomarker|GeneticVariation	BeFree|GAD|LHGDN
ERCC2	DOID:11934	head and neck cancer	2068	2	7	0.011585338	0.006784935	Biomarker|GeneticVariation	BeFree|GAD
MTHFR	DOID:11934	head and neck cancer	4524	2	6	0.011585338	0.006643183	Biomarker|GeneticVariation	BeFree|GAD
MTR	DOID:11934	head and neck cancer	4548	2	3	0.00947378	0.005162147	Biomarker|GeneticVariation	BeFree|GAD|LHGDN
TNF	DOID:11934	head and neck cancer	7124	2	11	0.007156712	0.005137631	Biomarker|GeneticVariation	BeFree|GAD|LHGDN
NAT1	DOID:11934	head and neck cancer	9	2	3	0.006951203	0.003617354	Biomarker|GeneticVariation	BeFree|GAD
DNMT3B	DOID:11934	head and neck cancer	1789	2	5	0.006951203	0.004184363	Biomarker|GeneticVariation	BeFree|GAD
OGG1	DOID:11934	head and neck cancer	4968	2	5	0.006951203	0.004184363	Biomarker|GeneticVariation	BeFree|GAD
ABCB1	DOID:11934	head and neck cancer	5243	2	3	0.006951203	0.003759106	Biomarker|GeneticVariation	BeFree|GAD
CD4	DOID:11934	head and neck cancer	920	1	2	0.004839645	0.004839645	Biomarker|GeneticVariation	GAD|LHGDN
CD44	DOID:11934	head and neck cancer	960	2	14	0.004839645	0.004404354	Biomarker|GeneticVariation	BeFree|GAD|LHGDN
MSH2	DOID:11934	head and neck cancer	4436	2	4	0.004839645	0.002986831	Biomarker|GeneticVariation	BeFree|GAD|LHGDN
TP53BP1	DOID:11934	head and neck cancer	7158	2	1	0.004839645	0.002561575	Biomarker|GeneticVariation	BeFree|GAD|LHGDN
FAS	DOID:11934	head and neck cancer	355	2	3	0.004634135	0.002742324	Biomarker|GeneticVariation	BeFree|GAD
BAX	DOID:11934	head and neck cancer	581	2	2	0.004634135	0.002600572	Biomarker|GeneticVariation	BeFree|GAD
CYP1A2	DOID:11934	head and neck cancer	1544	2	2	0.004634135	0.003617354	Biomarker|GeneticVariation	BeFree|GAD
CYP2A6	DOID:11934	head and neck cancer	1548	2	2	0.004634135	0.00245882	Biomarker|GeneticVariation	BeFree|GAD
CYP2C9	DOID:11934	head and neck cancer	1559	2	2	0.004634135	0.002600572	Biomarker|GeneticVariation	BeFree|GAD
ERCC4	DOID:11934	head and neck cancer	2072	2	2	0.004634135	0.002600572	Biomarker|GeneticVariation	BeFree|GAD
KRAS	DOID:11934	head and neck cancer	3845	2	6	0.004634135	0.003167581	Biomarker|GeneticVariation	BeFree|GAD
MDM2	DOID:11934	head and neck cancer	4193	2	6	0.004634135	0.003167581	Biomarker|GeneticVariation	BeFree|GAD
MGMT	DOID:11934	head and neck cancer	4255	2	8	0.004634135	0.003451086	Biomarker|GeneticVariation	BeFree|GAD
TGFB1	DOID:11934	head and neck cancer	7040	2	3	0.004634135	0.002742324	Biomarker|GeneticVariation	BeFree|GAD
XPC	DOID:11934	head and neck cancer	7508	2	2	0.004634135	0.002600572	Biomarker|GeneticVariation	BeFree|GAD
XRCC5	DOID:11934	head and neck cancer	7520	2	2	0.004634135	0.00245882	Biomarker|GeneticVariation	BeFree|GAD
ABCG2	DOID:11934	head and neck cancer	9429	2	2	0.004634135	0.00245882	Biomarker|GeneticVariation	BeFree|GAD
TSC1	DOID:11934	head and neck cancer	7248	2	15	0.004252569	0.003284818	Biomarker|GeneticVariation	BeFree|GAD
TP73	DOID:11934	head and neck cancer	7161	2	5	0.00373459	0.003025829	Biomarker|GeneticVariation	BeFree|GAD
ERBB2	DOID:11934	head and neck cancer	2064	2	13	0.003685559	0.003001313	Biomarker|GeneticVariation	BeFree|GAD
MMP9	DOID:11934	head and neck cancer	4318	1	12	0.003402055	0.003402055	Biomarker|GeneticVariation	BeFree
CDKN1A	DOID:11934	head and neck cancer	1026	2	4	0.003167581	0.002742324	Biomarker|GeneticVariation	BeFree|GAD
FHIT	DOID:11934	head and neck cancer	2272	2	11	0.00311855	0.002717809	Biomarker|GeneticVariation	BeFree|GAD
MMP2	DOID:11934	head and neck cancer	4313	1	9	0.002551541	0.002551541	Biomarker|GeneticVariation	BeFree
CCR5	DOID:11934	head and neck cancer	1234	2	1	0.002522577	0.001403041	Biomarker|GeneticVariation	BeFree|LHGDN
FGFR4	DOID:11934	head and neck cancer	2264	2	7	0.002522577	0.002253555	Biomarker|GeneticVariation	BeFree|LHGDN
ING4	DOID:11934	head and neck cancer	51147	2	2	0.002522577	0.001544793	Biomarker|GeneticVariation	BeFree|LHGDN
APEX1	DOID:11934	head and neck cancer	328	2	3	0.002317068	0.001583791	Biomarker|GeneticVariation	BeFree|GAD
XIAP	DOID:11934	head and neck cancer	331	2	2	0.002317068	0.001442038	Biomarker|GeneticVariation	BeFree|GAD
FASLG	DOID:11934	head and neck cancer	356	2	3	0.002317068	0.001583791	Biomarker|GeneticVariation	BeFree|GAD
CA9	DOID:11934	head and neck cancer	768	2	2	0.002317068	0.001442038	Biomarker|GeneticVariation	BeFree|GAD
CASP3	DOID:11934	head and neck cancer	836	2	4	0.002317068	0.001725543	Biomarker|GeneticVariation	BeFree|GAD
CASP7	DOID:11934	head and neck cancer	840	2	1	0.002317068	0.001300286	Biomarker|GeneticVariation	BeFree|GAD
CDH1	DOID:11934	head and neck cancer	999	2	3	0.002317068	0.001583791	Biomarker|GeneticVariation	BeFree|GAD
CDK4	DOID:11934	head and neck cancer	1019	2	2	0.002317068	0.001442038	Biomarker|GeneticVariation	BeFree|GAD
CTNNB1	DOID:11934	head and neck cancer	1499	2	1	0.002317068	0.001300286	Biomarker|GeneticVariation	BeFree|GAD
CYP2D6	DOID:11934	head and neck cancer	1565	2	2	0.002317068	0.001442038	Biomarker|GeneticVariation	BeFree|GAD
E2F2	DOID:11934	head and neck cancer	1870	2	1	0.002317068	0.001300286	Biomarker|GeneticVariation	BeFree|GAD
FCGR3A	DOID:11934	head and neck cancer	2214	2	1	0.002317068	0.001300286	Biomarker|GeneticVariation	BeFree|GAD
FGF2	DOID:11934	head and neck cancer	2247	2	3	0.002317068	0.001583791	Biomarker|GeneticVariation	BeFree|GAD
XRCC6	DOID:11934	head and neck cancer	2547	2	2	0.002317068	0.001442038	Biomarker|GeneticVariation	BeFree|GAD
HP	DOID:11934	head and neck cancer	3240	2	2	0.002317068	0.001442038	Biomarker|GeneticVariation	BeFree|GAD
IGFBP5	DOID:11934	head and neck cancer	3488	2	2	0.002317068	0.001442038	Biomarker|GeneticVariation	BeFree|GAD
IL10	DOID:11934	head and neck cancer	3586	2	2	0.002317068	0.001442038	Biomarker|GeneticVariation	BeFree|GAD
IL18	DOID:11934	head and neck cancer	3606	2	2	0.002317068	0.001442038	Biomarker|GeneticVariation	BeFree|GAD
LIG4	DOID:11934	head and neck cancer	3981	2	1	0.002317068	0.001300286	Biomarker|GeneticVariation	BeFree|GAD
SMAD3	DOID:11934	head and neck cancer	4088	2	2	0.002317068	0.001442038	Biomarker|GeneticVariation	BeFree|GAD
MDM4	DOID:11934	head and neck cancer	4194	2	3	0.002317068	0.001583791	Biomarker|GeneticVariation	BeFree|GAD
MMP1	DOID:11934	head and neck cancer	4312	2	5	0.002317068	0.001867295	Biomarker|GeneticVariation	BeFree|GAD
MMP3	DOID:11934	head and neck cancer	4314	2	4	0.002317068	0.001725543	Biomarker|GeneticVariation	BeFree|GAD
NOTCH1	DOID:11934	head and neck cancer	4851	2	6	0.002317068	0.002009047	Biomarker|GeneticVariation	BeFree|GAD
PCNA	DOID:11934	head and neck cancer	5111	2	3	0.002317068	0.001583791	Biomarker|GeneticVariation	BeFree|GAD
PTPRJ	DOID:11934	head and neck cancer	5795	2	4	0.002317068	0.001725543	Biomarker|GeneticVariation	BeFree|GAD
RPS6KA3	DOID:11934	head and neck cancer	6197	2	1	0.002317068	0.001300286	Biomarker|GeneticVariation	BeFree|GAD
SST	DOID:11934	head and neck cancer	6750	2	1	0.002317068	0.001300286	Biomarker|GeneticVariation	BeFree|GAD
AURKA	DOID:11934	head and neck cancer	6790	2	2	0.002317068	0.001442038	Biomarker|GeneticVariation	BeFree|GAD
TALDO1	DOID:11934	head and neck cancer	6888	2	1	0.002317068	0.001300286	Biomarker|GeneticVariation	BeFree|GAD
TERT	DOID:11934	head and neck cancer	7015	2	4	0.002317068	0.001725543	Biomarker|GeneticVariation	BeFree|GAD
TLR4	DOID:11934	head and neck cancer	7099	2	3	0.002317068	0.001583791	Biomarker|GeneticVariation	BeFree|GAD
XPA	DOID:11934	head and neck cancer	7507	2	1	0.002317068	0.001300286	Biomarker|GeneticVariation	BeFree|GAD
TNFSF10	DOID:11934	head and neck cancer	8743	2	3	0.002317068	0.001583791	Biomarker|GeneticVariation	BeFree|GAD
NR1I2	DOID:11934	head and neck cancer	8856	2	3	0.002317068	0.001583791	Biomarker|GeneticVariation	BeFree|GAD
LIMD1	DOID:11934	head and neck cancer	8994	2	1	0.002317068	0.001300286	Biomarker|GeneticVariation	BeFree|GAD
DLEC1	DOID:11934	head and neck cancer	9940	2	1	0.002317068	0.001300286	Biomarker|GeneticVariation	BeFree|GAD
CHEK2	DOID:11934	head and neck cancer	11200	2	2	0.002317068	0.001442038	Biomarker|GeneticVariation	BeFree|GAD
KLRK1	DOID:11934	head and neck cancer	22914	2	1	0.002317068	0.001300286	Biomarker|GeneticVariation	BeFree|GAD
DICER1	DOID:11934	head and neck cancer	23405	2	1	0.002317068	0.001300286	Biomarker|GeneticVariation	BeFree|GAD
1-Dec	DOID:11934	head and neck cancer	50514	2	2	0.002317068	0.001442038	Biomarker|GeneticVariation	BeFree|GAD
NAA25	DOID:11934	head and neck cancer	80018	2	1	0.002317068	0.001300286	Biomarker|GeneticVariation	BeFree|GAD
COL18A1	DOID:11934	head and neck cancer	80781	2	4	0.002317068	0.001725543	Biomarker|GeneticVariation	BeFree|GAD
HELQ	DOID:11934	head and neck cancer	113510	2	1	0.002317068	0.001300286	Biomarker|GeneticVariation	BeFree|GAD
MIR149	DOID:11934	head and neck cancer	406941	2	2	0.002317068	0.001442038	Biomarker|GeneticVariation	BeFree|GAD
MET	DOID:11934	head and neck cancer	4233	1	5	0.001417523	0.001417523	Biomarker|GeneticVariation	BeFree
AVP	DOID:11934	head and neck cancer	551	1	4	0.001134018	0.001134018	Biomarker|GeneticVariation	BeFree
DDIT3	DOID:11934	head and neck cancer	1649	2	3	0.000850514	0.000567009	Biomarker|GeneticVariation	BeFree
RNMT	DOID:11934	head and neck cancer	8731	1	3	0.000850514	0.000850514	Biomarker|GeneticVariation	BeFree
AKR1A1	DOID:11934	head and neck cancer	10327	1	3	0.000850514	0.000850514	Biomarker|GeneticVariation	BeFree
SLTM	DOID:11934	head and neck cancer	79811	1	3	0.000850514	0.000850514	Biomarker|GeneticVariation	BeFree
ERCC5	DOID:11934	head and neck cancer	2073	1	2	0.000567009	0.000567009	Biomarker|GeneticVariation	BeFree
GSTM2	DOID:11934	head and neck cancer	2946	1	2	0.000567009	0.000567009	Biomarker|GeneticVariation	BeFree
IL13	DOID:11934	head and neck cancer	3596	2	2	0.000567009	0.000567009	Biomarker|GeneticVariation	BeFree
SLC19A1	DOID:11934	head and neck cancer	6573	1	2	0.000567009	0.000567009	Biomarker|GeneticVariation	BeFree
BHLHE40	DOID:11934	head and neck cancer	8553	1	2	0.000567009	0.000567009	Biomarker|GeneticVariation	BeFree
NAT2	DOID:11934	head and neck cancer	10	1	7	0.016630492	0.016630492	GeneticVariation	GAD|LHGDN
RET	DOID:11934	head and neck cancer	5979	1	5	0.011585338	0.011585338	GeneticVariation	GAD
EPHX1	DOID:11934	head and neck cancer	2052	1	4	0.00947378	0.00947378	GeneticVariation	GAD|LHGDN
GSTM3	DOID:11934	head and neck cancer	2947	1	4	0.00926827	0.00926827	GeneticVariation	GAD
VHL	DOID:11934	head and neck cancer	7428	1	4	0.00926827	0.00926827	GeneticVariation	GAD
ADH7	DOID:11934	head and neck cancer	131	2	3	0.006951203	0.003617354	GeneticVariation	BeFree|GAD
CYP2A13	DOID:11934	head and neck cancer	1553	1	3	0.006951203	0.006951203	GeneticVariation	GAD
CYP3A4	DOID:11934	head and neck cancer	1576	1	3	0.006951203	0.006951203	GeneticVariation	GAD
